TID;OMRÅDE;KØN;ALDER;CIVILSTAND;INDHOLD
2008K1;Hele landet;Kvinder;107 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;107 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;107 år;Fraskilt;0
2008K1;Hele landet;Kvinder;108 år;I alt;1
2008K1;Hele landet;Kvinder;108 år;Ugift;1
2008K1;Hele landet;Kvinder;108 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;108 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;108 år;Fraskilt;0
2008K1;Hele landet;Kvinder;109 år;I alt;0
2008K1;Hele landet;Kvinder;109 år;Ugift;0
2008K1;Hele landet;Kvinder;109 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;109 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;109 år;Fraskilt;0
2008K1;Hele landet;Kvinder;110 år;I alt;0
2008K1;Hele landet;Kvinder;110 år;Ugift;0
2008K1;Hele landet;Kvinder;110 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;110 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;110 år;Fraskilt;0
2008K1;Hele landet;Kvinder;111 år;I alt;0
2008K1;Hele landet;Kvinder;111 år;Ugift;0
2008K1;Hele landet;Kvinder;111 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;111 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;111 år;Fraskilt;0
2008K1;Hele landet;Kvinder;112 år;I alt;0
2008K1;Hele landet;Kvinder;112 år;Ugift;0
2008K1;Hele landet;Kvinder;112 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;112 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;112 år;Fraskilt;0
2008K1;Hele landet;Kvinder;113 år;I alt;0
2008K1;Hele landet;Kvinder;113 år;Ugift;0
2008K1;Hele landet;Kvinder;113 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;113 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;113 år;Fraskilt;0
2008K1;Hele landet;Kvinder;114 år;I alt;0
2008K1;Hele landet;Kvinder;114 år;Ugift;0
2008K1;Hele landet;Kvinder;114 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;114 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;114 år;Fraskilt;0
2008K1;Hele landet;Kvinder;115 år;I alt;0
2008K1;Hele landet;Kvinder;115 år;Ugift;0
2008K1;Hele landet;Kvinder;115 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;115 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;115 år;Fraskilt;0
2008K1;Hele landet;Kvinder;116 år;I alt;0
2008K1;Hele landet;Kvinder;116 år;Ugift;0
2008K1;Hele landet;Kvinder;116 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;116 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;116 år;Fraskilt;0
2008K1;Hele landet;Kvinder;117 år;I alt;0
2008K1;Hele landet;Kvinder;117 år;Ugift;0
2008K1;Hele landet;Kvinder;117 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;117 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;117 år;Fraskilt;0
2008K1;Hele landet;Kvinder;118 år;I alt;0
2008K1;Hele landet;Kvinder;118 år;Ugift;0
2008K1;Hele landet;Kvinder;118 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;118 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;118 år;Fraskilt;0
2008K1;Hele landet;Kvinder;119 år;I alt;0
2008K1;Hele landet;Kvinder;119 år;Ugift;0
2008K1;Hele landet;Kvinder;119 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;119 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;119 år;Fraskilt;0
2008K1;Hele landet;Kvinder;120 år;I alt;0
2008K1;Hele landet;Kvinder;120 år;Ugift;0
2008K1;Hele landet;Kvinder;120 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;120 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;120 år;Fraskilt;0
2008K1;Hele landet;Kvinder;121 år;I alt;0
2008K1;Hele landet;Kvinder;121 år;Ugift;0
2008K1;Hele landet;Kvinder;121 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;121 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;121 år;Fraskilt;0
2008K1;Hele landet;Kvinder;122 år;I alt;0
2008K1;Hele landet;Kvinder;122 år;Ugift;0
2008K1;Hele landet;Kvinder;122 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;122 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;122 år;Fraskilt;0
2008K1;Hele landet;Kvinder;123 år;I alt;0
2008K1;Hele landet;Kvinder;123 år;Ugift;0
2008K1;Hele landet;Kvinder;123 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;123 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;123 år;Fraskilt;0
2008K1;Hele landet;Kvinder;124 år;I alt;0
2008K1;Hele landet;Kvinder;124 år;Ugift;0
2008K1;Hele landet;Kvinder;124 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;124 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;124 år;Fraskilt;0
2008K1;Hele landet;Kvinder;125 år;I alt;0
2008K1;Hele landet;Kvinder;125 år;Ugift;0
2008K1;Hele landet;Kvinder;125 år;Gift/separeret;0
2008K1;Hele landet;Kvinder;125 år;Enke/enkemand;0
2008K1;Hele landet;Kvinder;125 år;Fraskilt;0
2008K1;København;I alt;I alt;I alt;509861
2008K1;København;I alt;I alt;Ugift;309661
2008K1;København;I alt;I alt;Gift/separeret;128556
2008K1;København;I alt;I alt;Enke/enkemand;21555
2008K1;København;I alt;I alt;Fraskilt;50089
2008K1;København;I alt;0 år;I alt;7986
2008K1;København;I alt;0 år;Ugift;7986
2008K1;København;I alt;0 år;Gift/separeret;0
2008K1;København;I alt;0 år;Enke/enkemand;0
2008K1;København;I alt;0 år;Fraskilt;0
2008K1;København;I alt;1 år;I alt;7097
2008K1;København;I alt;1 år;Ugift;7097
2008K1;København;I alt;1 år;Gift/separeret;0
2008K1;København;I alt;1 år;Enke/enkemand;0
2008K1;København;I alt;1 år;Fraskilt;0
2008K1;København;I alt;2 år;I alt;6052
2008K1;København;I alt;2 år;Ugift;6052
2008K1;København;I alt;2 år;Gift/separeret;0
2008K1;København;I alt;2 år;Enke/enkemand;0
2008K1;København;I alt;2 år;Fraskilt;0
2008K1;København;I alt;3 år;I alt;5701
2008K1;København;I alt;3 år;Ugift;5701
2008K1;København;I alt;3 år;Gift/separeret;0
2008K1;København;I alt;3 år;Enke/enkemand;0
2008K1;København;I alt;3 år;Fraskilt;0
2008K1;København;I alt;4 år;I alt;5347
2008K1;København;I alt;4 år;Ugift;5347
2008K1;København;I alt;4 år;Gift/separeret;0
2008K1;København;I alt;4 år;Enke/enkemand;0
2008K1;København;I alt;4 år;Fraskilt;0
2008K1;København;I alt;5 år;I alt;5063
2008K1;København;I alt;5 år;Ugift;5063
2008K1;København;I alt;5 år;Gift/separeret;0
2008K1;København;I alt;5 år;Enke/enkemand;0
2008K1;København;I alt;5 år;Fraskilt;0
2008K1;København;I alt;6 år;I alt;4970
2008K1;København;I alt;6 år;Ugift;4970
2008K1;København;I alt;6 år;Gift/separeret;0
2008K1;København;I alt;6 år;Enke/enkemand;0
2008K1;København;I alt;6 år;Fraskilt;0
2008K1;København;I alt;7 år;I alt;4703
2008K1;København;I alt;7 år;Ugift;4703
2008K1;København;I alt;7 år;Gift/separeret;0
2008K1;København;I alt;7 år;Enke/enkemand;0
2008K1;København;I alt;7 år;Fraskilt;0
2008K1;København;I alt;8 år;I alt;4486
2008K1;København;I alt;8 år;Ugift;4486
2008K1;København;I alt;8 år;Gift/separeret;0
2008K1;København;I alt;8 år;Enke/enkemand;0
2008K1;København;I alt;8 år;Fraskilt;0
2008K1;København;I alt;9 år;I alt;4201
2008K1;København;I alt;9 år;Ugift;4201
2008K1;København;I alt;9 år;Gift/separeret;0
2008K1;København;I alt;9 år;Enke/enkemand;0
2008K1;København;I alt;9 år;Fraskilt;0
2008K1;København;I alt;10 år;I alt;4299
2008K1;København;I alt;10 år;Ugift;4299
2008K1;København;I alt;10 år;Gift/separeret;0
2008K1;København;I alt;10 år;Enke/enkemand;0
2008K1;København;I alt;10 år;Fraskilt;0
2008K1;København;I alt;11 år;I alt;4250
2008K1;København;I alt;11 år;Ugift;4250
2008K1;København;I alt;11 år;Gift/separeret;0
2008K1;København;I alt;11 år;Enke/enkemand;0
2008K1;København;I alt;11 år;Fraskilt;0
2008K1;København;I alt;12 år;I alt;4171
2008K1;København;I alt;12 år;Ugift;4171
2008K1;København;I alt;12 år;Gift/separeret;0
2008K1;København;I alt;12 år;Enke/enkemand;0
2008K1;København;I alt;12 år;Fraskilt;0
2008K1;København;I alt;13 år;I alt;4113
2008K1;København;I alt;13 år;Ugift;4113
2008K1;København;I alt;13 år;Gift/separeret;0
2008K1;København;I alt;13 år;Enke/enkemand;0
2008K1;København;I alt;13 år;Fraskilt;0
2008K1;København;I alt;14 år;I alt;3913
2008K1;København;I alt;14 år;Ugift;3913
2008K1;København;I alt;14 år;Gift/separeret;0
2008K1;København;I alt;14 år;Enke/enkemand;0
2008K1;København;I alt;14 år;Fraskilt;0
2008K1;København;I alt;15 år;I alt;3906
2008K1;København;I alt;15 år;Ugift;3906
2008K1;København;I alt;15 år;Gift/separeret;0
2008K1;København;I alt;15 år;Enke/enkemand;0
2008K1;København;I alt;15 år;Fraskilt;0
2008K1;København;I alt;16 år;I alt;3715
2008K1;København;I alt;16 år;Ugift;3714
2008K1;København;I alt;16 år;Gift/separeret;1
2008K1;København;I alt;16 år;Enke/enkemand;0
2008K1;København;I alt;16 år;Fraskilt;0
2008K1;København;I alt;17 år;I alt;3662
2008K1;København;I alt;17 år;Ugift;3662
2008K1;København;I alt;17 år;Gift/separeret;0
2008K1;København;I alt;17 år;Enke/enkemand;0
2008K1;København;I alt;17 år;Fraskilt;0
2008K1;København;I alt;18 år;I alt;4042
2008K1;København;I alt;18 år;Ugift;4033
2008K1;København;I alt;18 år;Gift/separeret;8
2008K1;København;I alt;18 år;Enke/enkemand;0
2008K1;København;I alt;18 år;Fraskilt;1
2008K1;København;I alt;19 år;I alt;4855
2008K1;København;I alt;19 år;Ugift;4817
2008K1;København;I alt;19 år;Gift/separeret;38
2008K1;København;I alt;19 år;Enke/enkemand;0
2008K1;København;I alt;19 år;Fraskilt;0
2008K1;København;I alt;20 år;I alt;7044
2008K1;København;I alt;20 år;Ugift;6973
2008K1;København;I alt;20 år;Gift/separeret;67
2008K1;København;I alt;20 år;Enke/enkemand;0
2008K1;København;I alt;20 år;Fraskilt;4
2008K1;København;I alt;21 år;I alt;9021
2008K1;København;I alt;21 år;Ugift;8906
2008K1;København;I alt;21 år;Gift/separeret;114
2008K1;København;I alt;21 år;Enke/enkemand;0
2008K1;København;I alt;21 år;Fraskilt;1
2008K1;København;I alt;22 år;I alt;10628
2008K1;København;I alt;22 år;Ugift;10415
2008K1;København;I alt;22 år;Gift/separeret;210
2008K1;København;I alt;22 år;Enke/enkemand;0
2008K1;København;I alt;22 år;Fraskilt;3
2008K1;København;I alt;23 år;I alt;11146
2008K1;København;I alt;23 år;Ugift;10773
2008K1;København;I alt;23 år;Gift/separeret;348
2008K1;København;I alt;23 år;Enke/enkemand;1
2008K1;København;I alt;23 år;Fraskilt;24
2008K1;København;I alt;24 år;I alt;11668
2008K1;København;I alt;24 år;Ugift;11115
2008K1;København;I alt;24 år;Gift/separeret;515
2008K1;København;I alt;24 år;Enke/enkemand;1
2008K1;København;I alt;24 år;Fraskilt;37
2008K1;København;I alt;25 år;I alt;12452
2008K1;København;I alt;25 år;Ugift;11510
2008K1;København;I alt;25 år;Gift/separeret;867
2008K1;København;I alt;25 år;Enke/enkemand;1
2008K1;København;I alt;25 år;Fraskilt;74
2008K1;København;I alt;26 år;I alt;12431
2008K1;København;I alt;26 år;Ugift;11190
2008K1;København;I alt;26 år;Gift/separeret;1127
2008K1;København;I alt;26 år;Enke/enkemand;2
2008K1;København;I alt;26 år;Fraskilt;112
2008K1;København;I alt;27 år;I alt;13437
2008K1;København;I alt;27 år;Ugift;11594
2008K1;København;I alt;27 år;Gift/separeret;1676
2008K1;København;I alt;27 år;Enke/enkemand;3
2008K1;København;I alt;27 år;Fraskilt;164
2008K1;København;I alt;28 år;I alt;13365
2008K1;København;I alt;28 år;Ugift;11077
2008K1;København;I alt;28 år;Gift/separeret;2063
2008K1;København;I alt;28 år;Enke/enkemand;6
2008K1;København;I alt;28 år;Fraskilt;219
2008K1;København;I alt;29 år;I alt;13455
2008K1;København;I alt;29 år;Ugift;10564
2008K1;København;I alt;29 år;Gift/separeret;2579
2008K1;København;I alt;29 år;Enke/enkemand;6
2008K1;København;I alt;29 år;Fraskilt;306
2008K1;København;I alt;30 år;I alt;12500
2008K1;København;I alt;30 år;Ugift;9186
2008K1;København;I alt;30 år;Gift/separeret;2917
2008K1;København;I alt;30 år;Enke/enkemand;9
2008K1;København;I alt;30 år;Fraskilt;388
2008K1;København;I alt;31 år;I alt;12033
2008K1;København;I alt;31 år;Ugift;8332
2008K1;København;I alt;31 år;Gift/separeret;3208
2008K1;København;I alt;31 år;Enke/enkemand;10
2008K1;København;I alt;31 år;Fraskilt;483
2008K1;København;I alt;32 år;I alt;12458
2008K1;København;I alt;32 år;Ugift;8195
2008K1;København;I alt;32 år;Gift/separeret;3700
2008K1;København;I alt;32 år;Enke/enkemand;14
2008K1;København;I alt;32 år;Fraskilt;549
2008K1;København;I alt;33 år;I alt;11697
2008K1;København;I alt;33 år;Ugift;7253
2008K1;København;I alt;33 år;Gift/separeret;3806
2008K1;København;I alt;33 år;Enke/enkemand;9
2008K1;København;I alt;33 år;Fraskilt;629
2008K1;København;I alt;34 år;I alt;10699
2008K1;København;I alt;34 år;Ugift;6272
2008K1;København;I alt;34 år;Gift/separeret;3703
2008K1;København;I alt;34 år;Enke/enkemand;15
2008K1;København;I alt;34 år;Fraskilt;709
2008K1;København;I alt;35 år;I alt;10356
2008K1;København;I alt;35 år;Ugift;5728
2008K1;København;I alt;35 år;Gift/separeret;3766
2008K1;København;I alt;35 år;Enke/enkemand;24
2008K1;København;I alt;35 år;Fraskilt;838
2008K1;København;I alt;36 år;I alt;9302
2008K1;København;I alt;36 år;Ugift;4863
2008K1;København;I alt;36 år;Gift/separeret;3604
2008K1;København;I alt;36 år;Enke/enkemand;19
2008K1;København;I alt;36 år;Fraskilt;816
2008K1;København;I alt;37 år;I alt;8404
2008K1;København;I alt;37 år;Ugift;4138
2008K1;København;I alt;37 år;Gift/separeret;3415
2008K1;København;I alt;37 år;Enke/enkemand;28
2008K1;København;I alt;37 år;Fraskilt;823
2008K1;København;I alt;38 år;I alt;7830
2008K1;København;I alt;38 år;Ugift;3699
2008K1;København;I alt;38 år;Gift/separeret;3230
2008K1;København;I alt;38 år;Enke/enkemand;19
2008K1;København;I alt;38 år;Fraskilt;882
2008K1;København;I alt;39 år;I alt;7725
2008K1;København;I alt;39 år;Ugift;3465
2008K1;København;I alt;39 år;Gift/separeret;3265
2008K1;København;I alt;39 år;Enke/enkemand;26
2008K1;København;I alt;39 år;Fraskilt;969
2008K1;København;I alt;40 år;I alt;7828
2008K1;København;I alt;40 år;Ugift;3469
2008K1;København;I alt;40 år;Gift/separeret;3270
2008K1;København;I alt;40 år;Enke/enkemand;17
2008K1;København;I alt;40 år;Fraskilt;1072
2008K1;København;I alt;41 år;I alt;7888
2008K1;København;I alt;41 år;Ugift;3351
2008K1;København;I alt;41 år;Gift/separeret;3332
2008K1;København;I alt;41 år;Enke/enkemand;36
2008K1;København;I alt;41 år;Fraskilt;1169
2008K1;København;I alt;42 år;I alt;7437
2008K1;København;I alt;42 år;Ugift;3031
2008K1;København;I alt;42 år;Gift/separeret;3222
2008K1;København;I alt;42 år;Enke/enkemand;24
2008K1;København;I alt;42 år;Fraskilt;1160
2008K1;København;I alt;43 år;I alt;7281
2008K1;København;I alt;43 år;Ugift;2849
2008K1;København;I alt;43 år;Gift/separeret;3226
2008K1;København;I alt;43 år;Enke/enkemand;34
2008K1;København;I alt;43 år;Fraskilt;1172
2008K1;København;I alt;44 år;I alt;6696
2008K1;København;I alt;44 år;Ugift;2591
2008K1;København;I alt;44 år;Gift/separeret;2939
2008K1;København;I alt;44 år;Enke/enkemand;54
2008K1;København;I alt;44 år;Fraskilt;1112
2008K1;København;I alt;45 år;I alt;6314
2008K1;København;I alt;45 år;Ugift;2344
2008K1;København;I alt;45 år;Gift/separeret;2745
2008K1;København;I alt;45 år;Enke/enkemand;52
2008K1;København;I alt;45 år;Fraskilt;1173
2008K1;København;I alt;46 år;I alt;5868
2008K1;København;I alt;46 år;Ugift;2123
2008K1;København;I alt;46 år;Gift/separeret;2635
2008K1;København;I alt;46 år;Enke/enkemand;54
2008K1;København;I alt;46 år;Fraskilt;1056
2008K1;København;I alt;47 år;I alt;5928
2008K1;København;I alt;47 år;Ugift;2039
2008K1;København;I alt;47 år;Gift/separeret;2673
2008K1;København;I alt;47 år;Enke/enkemand;67
2008K1;København;I alt;47 år;Fraskilt;1149
2008K1;København;I alt;48 år;I alt;5436
2008K1;København;I alt;48 år;Ugift;1875
2008K1;København;I alt;48 år;Gift/separeret;2458
2008K1;København;I alt;48 år;Enke/enkemand;58
2008K1;København;I alt;48 år;Fraskilt;1045
2008K1;København;I alt;49 år;I alt;5355
2008K1;København;I alt;49 år;Ugift;1790
2008K1;København;I alt;49 år;Gift/separeret;2440
2008K1;København;I alt;49 år;Enke/enkemand;84
2008K1;København;I alt;49 år;Fraskilt;1041
2008K1;København;I alt;50 år;I alt;5237
2008K1;København;I alt;50 år;Ugift;1694
2008K1;København;I alt;50 år;Gift/separeret;2431
2008K1;København;I alt;50 år;Enke/enkemand;86
2008K1;København;I alt;50 år;Fraskilt;1026
2008K1;København;I alt;51 år;I alt;5320
2008K1;København;I alt;51 år;Ugift;1593
2008K1;København;I alt;51 år;Gift/separeret;2512
2008K1;København;I alt;51 år;Enke/enkemand;80
2008K1;København;I alt;51 år;Fraskilt;1135
2008K1;København;I alt;52 år;I alt;5262
2008K1;København;I alt;52 år;Ugift;1524
2008K1;København;I alt;52 år;Gift/separeret;2472
2008K1;København;I alt;52 år;Enke/enkemand;128
2008K1;København;I alt;52 år;Fraskilt;1138
2008K1;København;I alt;53 år;I alt;5031
2008K1;København;I alt;53 år;Ugift;1398
2008K1;København;I alt;53 år;Gift/separeret;2404
2008K1;København;I alt;53 år;Enke/enkemand;119
2008K1;København;I alt;53 år;Fraskilt;1110
2008K1;København;I alt;54 år;I alt;5122
2008K1;København;I alt;54 år;Ugift;1368
2008K1;København;I alt;54 år;Gift/separeret;2474
2008K1;København;I alt;54 år;Enke/enkemand;146
2008K1;København;I alt;54 år;Fraskilt;1134
2008K1;København;I alt;55 år;I alt;4992
2008K1;København;I alt;55 år;Ugift;1303
2008K1;København;I alt;55 år;Gift/separeret;2348
2008K1;København;I alt;55 år;Enke/enkemand;148
2008K1;København;I alt;55 år;Fraskilt;1193
2008K1;København;I alt;56 år;I alt;4975
2008K1;København;I alt;56 år;Ugift;1262
2008K1;København;I alt;56 år;Gift/separeret;2330
2008K1;København;I alt;56 år;Enke/enkemand;159
2008K1;København;I alt;56 år;Fraskilt;1224
2008K1;København;I alt;57 år;I alt;5024
2008K1;København;I alt;57 år;Ugift;1089
2008K1;København;I alt;57 år;Gift/separeret;2446
2008K1;København;I alt;57 år;Enke/enkemand;173
2008K1;København;I alt;57 år;Fraskilt;1316
2008K1;København;I alt;58 år;I alt;4746
2008K1;København;I alt;58 år;Ugift;967
2008K1;København;I alt;58 år;Gift/separeret;2303
2008K1;København;I alt;58 år;Enke/enkemand;181
2008K1;København;I alt;58 år;Fraskilt;1295
2008K1;København;I alt;59 år;I alt;4962
2008K1;København;I alt;59 år;Ugift;958
2008K1;København;I alt;59 år;Gift/separeret;2464
2008K1;København;I alt;59 år;Enke/enkemand;247
2008K1;København;I alt;59 år;Fraskilt;1293
2008K1;København;I alt;60 år;I alt;5270
2008K1;København;I alt;60 år;Ugift;909
2008K1;København;I alt;60 år;Gift/separeret;2634
2008K1;København;I alt;60 år;Enke/enkemand;255
2008K1;København;I alt;60 år;Fraskilt;1472
2008K1;København;I alt;61 år;I alt;5245
2008K1;København;I alt;61 år;Ugift;805
2008K1;København;I alt;61 år;Gift/separeret;2588
2008K1;København;I alt;61 år;Enke/enkemand;286
2008K1;København;I alt;61 år;Fraskilt;1566
2008K1;København;I alt;62 år;I alt;4909
2008K1;København;I alt;62 år;Ugift;758
2008K1;København;I alt;62 år;Gift/separeret;2422
2008K1;København;I alt;62 år;Enke/enkemand;289
2008K1;København;I alt;62 år;Fraskilt;1440
2008K1;København;I alt;63 år;I alt;4564
2008K1;København;I alt;63 år;Ugift;658
2008K1;København;I alt;63 år;Gift/separeret;2209
2008K1;København;I alt;63 år;Enke/enkemand;343
2008K1;København;I alt;63 år;Fraskilt;1354
2008K1;København;I alt;64 år;I alt;4237
2008K1;København;I alt;64 år;Ugift;572
2008K1;København;I alt;64 år;Gift/separeret;2028
2008K1;København;I alt;64 år;Enke/enkemand;353
2008K1;København;I alt;64 år;Fraskilt;1284
2008K1;København;I alt;65 år;I alt;3840
2008K1;København;I alt;65 år;Ugift;500
2008K1;København;I alt;65 år;Gift/separeret;1880
2008K1;København;I alt;65 år;Enke/enkemand;328
2008K1;København;I alt;65 år;Fraskilt;1132
2008K1;København;I alt;66 år;I alt;3206
2008K1;København;I alt;66 år;Ugift;395
2008K1;København;I alt;66 år;Gift/separeret;1553
2008K1;København;I alt;66 år;Enke/enkemand;333
2008K1;København;I alt;66 år;Fraskilt;925
2008K1;København;I alt;67 år;I alt;3160
2008K1;København;I alt;67 år;Ugift;389
2008K1;København;I alt;67 år;Gift/separeret;1449
2008K1;København;I alt;67 år;Enke/enkemand;385
2008K1;København;I alt;67 år;Fraskilt;937
2008K1;København;I alt;68 år;I alt;2894
2008K1;København;I alt;68 år;Ugift;366
2008K1;København;I alt;68 år;Gift/separeret;1379
2008K1;København;I alt;68 år;Enke/enkemand;388
2008K1;København;I alt;68 år;Fraskilt;761
2008K1;København;I alt;69 år;I alt;2796
2008K1;København;I alt;69 år;Ugift;343
2008K1;København;I alt;69 år;Gift/separeret;1257
2008K1;København;I alt;69 år;Enke/enkemand;411
2008K1;København;I alt;69 år;Fraskilt;785
2008K1;København;I alt;70 år;I alt;2443
2008K1;København;I alt;70 år;Ugift;277
2008K1;København;I alt;70 år;Gift/separeret;1053
2008K1;København;I alt;70 år;Enke/enkemand;422
2008K1;København;I alt;70 år;Fraskilt;691
2008K1;København;I alt;71 år;I alt;2339
2008K1;København;I alt;71 år;Ugift;251
2008K1;København;I alt;71 år;Gift/separeret;1017
2008K1;København;I alt;71 år;Enke/enkemand;461
2008K1;København;I alt;71 år;Fraskilt;610
2008K1;København;I alt;72 år;I alt;2337
2008K1;København;I alt;72 år;Ugift;239
2008K1;København;I alt;72 år;Gift/separeret;1010
2008K1;København;I alt;72 år;Enke/enkemand;457
2008K1;København;I alt;72 år;Fraskilt;631
2008K1;København;I alt;73 år;I alt;2082
2008K1;København;I alt;73 år;Ugift;211
2008K1;København;I alt;73 år;Gift/separeret;833
2008K1;København;I alt;73 år;Enke/enkemand;534
2008K1;København;I alt;73 år;Fraskilt;504
2008K1;København;I alt;74 år;I alt;2044
2008K1;København;I alt;74 år;Ugift;192
2008K1;København;I alt;74 år;Gift/separeret;789
2008K1;København;I alt;74 år;Enke/enkemand;530
2008K1;København;I alt;74 år;Fraskilt;533
2008K1;København;I alt;75 år;I alt;2023
2008K1;København;I alt;75 år;Ugift;200
2008K1;København;I alt;75 år;Gift/separeret;770
2008K1;København;I alt;75 år;Enke/enkemand;605
2008K1;København;I alt;75 år;Fraskilt;448
2008K1;København;I alt;76 år;I alt;1961
2008K1;København;I alt;76 år;Ugift;163
2008K1;København;I alt;76 år;Gift/separeret;716
2008K1;København;I alt;76 år;Enke/enkemand;670
2008K1;København;I alt;76 år;Fraskilt;412
2008K1;København;I alt;77 år;I alt;1874
2008K1;København;I alt;77 år;Ugift;151
2008K1;København;I alt;77 år;Gift/separeret;695
2008K1;København;I alt;77 år;Enke/enkemand;656
2008K1;København;I alt;77 år;Fraskilt;372
2008K1;København;I alt;78 år;I alt;1871
2008K1;København;I alt;78 år;Ugift;164
2008K1;København;I alt;78 år;Gift/separeret;627
2008K1;København;I alt;78 år;Enke/enkemand;720
2008K1;København;I alt;78 år;Fraskilt;360
2008K1;København;I alt;79 år;I alt;1827
2008K1;København;I alt;79 år;Ugift;186
2008K1;København;I alt;79 år;Gift/separeret;582
2008K1;København;I alt;79 år;Enke/enkemand;723
2008K1;København;I alt;79 år;Fraskilt;336
2008K1;København;I alt;80 år;I alt;1684
2008K1;København;I alt;80 år;Ugift;165
2008K1;København;I alt;80 år;Gift/separeret;545
2008K1;København;I alt;80 år;Enke/enkemand;686
2008K1;København;I alt;80 år;Fraskilt;288
2008K1;København;I alt;81 år;I alt;1681
2008K1;København;I alt;81 år;Ugift;163
2008K1;København;I alt;81 år;Gift/separeret;493
2008K1;København;I alt;81 år;Enke/enkemand;757
2008K1;København;I alt;81 år;Fraskilt;268
2008K1;København;I alt;82 år;I alt;1600
2008K1;København;I alt;82 år;Ugift;145
2008K1;København;I alt;82 år;Gift/separeret;435
2008K1;København;I alt;82 år;Enke/enkemand;768
2008K1;København;I alt;82 år;Fraskilt;252
2008K1;København;I alt;83 år;I alt;1575
2008K1;København;I alt;83 år;Ugift;142
2008K1;København;I alt;83 år;Gift/separeret;423
2008K1;København;I alt;83 år;Enke/enkemand;769
2008K1;København;I alt;83 år;Fraskilt;241
2008K1;København;I alt;84 år;I alt;1547
2008K1;København;I alt;84 år;Ugift;128
2008K1;København;I alt;84 år;Gift/separeret;342
2008K1;København;I alt;84 år;Enke/enkemand;866
2008K1;København;I alt;84 år;Fraskilt;211
2008K1;København;I alt;85 år;I alt;1414
2008K1;København;I alt;85 år;Ugift;126
2008K1;København;I alt;85 år;Gift/separeret;320
2008K1;København;I alt;85 år;Enke/enkemand;760
2008K1;København;I alt;85 år;Fraskilt;208
2008K1;København;I alt;86 år;I alt;1402
2008K1;København;I alt;86 år;Ugift;118
2008K1;København;I alt;86 år;Gift/separeret;276
2008K1;København;I alt;86 år;Enke/enkemand;820
2008K1;København;I alt;86 år;Fraskilt;188
2008K1;København;I alt;87 år;I alt;1288
2008K1;København;I alt;87 år;Ugift;96
2008K1;København;I alt;87 år;Gift/separeret;238
2008K1;København;I alt;87 år;Enke/enkemand;802
2008K1;København;I alt;87 år;Fraskilt;152
2008K1;København;I alt;88 år;I alt;1032
2008K1;København;I alt;88 år;Ugift;88
2008K1;København;I alt;88 år;Gift/separeret;157
2008K1;København;I alt;88 år;Enke/enkemand;656
2008K1;København;I alt;88 år;Fraskilt;131
2008K1;København;I alt;89 år;I alt;955
2008K1;København;I alt;89 år;Ugift;83
2008K1;København;I alt;89 år;Gift/separeret;130
2008K1;København;I alt;89 år;Enke/enkemand;615
2008K1;København;I alt;89 år;Fraskilt;127
2008K1;København;I alt;90 år;I alt;813
2008K1;København;I alt;90 år;Ugift;52
2008K1;København;I alt;90 år;Gift/separeret;105
2008K1;København;I alt;90 år;Enke/enkemand;571
2008K1;København;I alt;90 år;Fraskilt;85
2008K1;København;I alt;91 år;I alt;694
2008K1;København;I alt;91 år;Ugift;52
2008K1;København;I alt;91 år;Gift/separeret;72
2008K1;København;I alt;91 år;Enke/enkemand;489
2008K1;København;I alt;91 år;Fraskilt;81
